inp0;inp1;inp2;inp3;inp4;inp5;inp6;inp7;out0
0.392639138240575;0.444899631298648;0.112146563592079;0.531137589928058;0.43749321168676;0.447238920293493;0.733186670891523;0.641646803166225;0.258609486397244
0.385457809694794;0.42264099412809;0.111617070846129;0.50966726618705;0.45682632779407;0.422635311961485;0.781898172974603;0.631825188934565;0.237745363988076
0.245960502692998;0.281168919841595;0.180557026368739;0.400629496402878;0.341044857173889;0.414434109184148;0.779384045317639;0.613268392551982;0.123006083318525
0.204847396768402;0.229277618462379;0.220057185216563;0.367918165467626;0.294015423047681;0.410060128112554;0.763670657548904;0.592386309154666;0.089056423616782
0.23016157989228;0.25931995083982;0.200783649264005;0.376348920863309;0.29227761485826;0.375068336895778;0.838780631902077;0.580253829229481;0.108156206132826
0.153141831238779;0.192270927215622;0.255215503547601;0.330710431654676;0.246877375909634;0.394204476709562;0.789754866858971;0.581618554013694;0.0676877694078691
0.184560143626571;0.213437115936092;0.235518373398284;0.349595323741007;0.25371999565548;0.367960626779244;0.844123198129481;0.570371102582892;0.0796134732009682
0.157091561938959;0.191724702990578;0.244519750079424;0.336330935251799;0.238622787009884;0.348277743242144;0.873978610913359;0.553299510873202;0.0673906294835268
0.167504488330341;0.185989348627612;0.250344170284867;0.326438848920863;0.241229499294015;0.347184255795536;0.885920819185015;0.55900824126497;0.0643032557691115
0.137163375224417;0.173016523282808;0.260192735359526;0.32216726618705;0.227218420766808;0.342810279938114;0.888749209802004;0.552638389592503;0.0575411630377328
0.185098743267505;0.214393008329919;0.223975431536588;0.349033273381295;0.262409036602585;0.357025694956989;0.864864841212143;0.563707931713137;0.0801708334606684
0.29245960502693;0.324320633620101;0.161283490416181;0.429181654676259;0.344194634517215;0.363586656136015;0.855122569567595;0.569580136847923;0.15464491561783
0.488689407540395;0.49870271746552;0.0868368103356984;0.574527877697842;0.486369067014228;0.368507380930924;0.845380273946328;0.572278247625616;0.312067511815669
0.541292639138241;0.582001911784788;0.0655512019485333;0.637589928057554;0.567937438905181;0.373428110940026;0.845380249969609;0.581718475348431;0.403057125682168
0.461938958707361;0.498429605352997;0.0875781001800275;0.539793165467626;0.525904203323558;0.389283762343018;0.8117536097352;0.588343253121851;0.311785482225517
0.480071813285458;0.508261641403796;0.0862014190405591;0.552607913669065;0.555338329531878;0.430836514738821;0.718101833019571;0.596205395834615;0.322006420122818
0.336265709156194;0.368155127679913;0.134385258921953;0.440984712230216;0.440968828065602;0.470749041178871;0.614707724717584;0.582248415193024;0.189840004203613
0.353141831238779;0.385088078656288;0.12824314306894;0.462679856115108;0.416530900401868;0.47621649926873;0.605279692056342;0.583745540812989;0.20424061692388
0.37181328545781;0.408575720333197;0.121465635920788;0.489658273381295;0.423373520147714;0.49753962440414;0.557825277778469;0.577706037813644;0.224945204909938
0.439856373429084;0.458964905093541;0.105369056443927;0.530687949640288;0.469099598131856;0.493165664189276;0.583280961168472;0.594630756171521;0.272173940606668
0.59443447037702;0.583094360234876;0.0561262310706343;0.647594424460432;0.619094167481264;0.477310007572091;0.676618474924076;0.652725045202557;0.404315430034492
0.627468581687612;0.593609176566981;0.0523138832997988;0.641299460431655;0.651352231997393;0.48988517056429;0.662476437920573;0.665374796122449;0.416511486714599
0.707719928186715;0.70326368974464;0.0319813618553426;0.773268884892086;0.708482676224612;0.478950243956207;0.689503460087462;0.668264078754523;0.552717371304214
0.585996409335727;0.614229141062406;0.0617388541776978;0.692895683453237;0.629412403605952;0.467468557982273;0.722815837361832;0.674805470781083;0.440872935447374
0.354039497307002;0.403523146251536;0.125913374986763;0.472347122302158;0.428804170739655;0.454346635624199;0.69516026529816;0.622919488503866;0.220420245978645
0.358707360861759;0.372115253311484;0.139150693635497;0.454586330935252;0.40805908547844;0.449425905615118;0.688874922179038;0.607695726164426;0.193168114170498
0.244344703770197;0.248805134507715;0.204490098485651;0.373763489208633;0.310850439882698;0.464188074785674;0.649277165820442;0.601319944567009;0.101295898579719
0.198743267504488;0.202512631435204;0.240707402308588;0.348696043165468;0.244270663625502;0.469655553732263;0.643620348621372;0.606754533495808;0.0733584796835011
0.217594254937163;0.217806909736447;0.228634967700942;0.350719424460432;0.254697512762029;0.463641325848165;0.671590195633429;0.620415492617523;0.0821745348800912
0.199820466786355;0.187491465246484;0.255215503547601;0.348471223021583;0.22059302704464;0.459814104142423;0.699874293617153;0.638126967497012;0.065106089863181
0.166427289048474;0.142701078792844;0.296833633379223;0.331497302158273;0.169979363527751;0.422088563023998;0.823695770053406;0.664294895826299;0.0429603910615743
0.155655296229803;0.129591697391779;0.318013343217198;0.330260791366906;0.153361572716411;0.427009293033078;0.812067896671958;0.665390660970418;0.0371986308861282
0.158707360861759;0.116209203878192;0.326273430054008;0.325764388489209;0.155425219941349;0.433023500060446;0.808296669221427;0.675200609810236;0.031664974045064
0.17737881508079;0.137785060767445;0.291326908821349;0.340377697841727;0.20223742804388;0.423728799408115;0.847580138643266;0.687084816912612;0.0407606237402985
0.259605026929982;0.236241977331695;0.202160330403473;0.39523381294964;0.275659824046921;0.429196267926339;0.845065987009571;0.697124850859322;0.0933462789914363
0.303052064631957;0.276116345759934;0.176321084401144;0.412544964028777;0.328011295753231;0.446145432846863;0.78504085052835;0.683993119948337;0.119501234845586
0.476481149012567;0.433838590741499;0.106745737583395;0.54777428057554;0.428912783751493;0.465828321598156;0.72595850292722;0.674167766659766;0.248148791351126
0.51867145421903;0.540215758568892;0.0690458540717992;0.626910971223022;0.512001737808189;0.478950243956207;0.698302930863548;0.676557037149735;0.356182464292615
0.429802513464991;0.444489963129865;0.103145186910939;0.53720773381295;0.459107201042685;0.503007103350729;0.66184788802379;0.692653809045974;0.258218802726362
0.28096947935368;0.291410624061177;0.175050301810865;0.411982913669065;0.309655696752471;0.539092397656672;0.610307983335361;0.71680130504093;0.130240053275939
0.466068222621185;0.398743684282398;0.11934766493699;0.532823741007194;0.369935918323015;0.458173867758306;0.903205497777173;0.815634284764518;0.21617563475207
0.629084380610413;0.570531203058856;0.0577147093084825;0.702562949640288;0.495927012056044;0.465828321598156;0.97234445191306;0.898038448932588;0.389945471638275
0.557450628366248;0.533797623924621;0.0685163613258498;0.643997302158273;0.488649940262843;0.465281572660647;0.917976096665818;0.847206745532074;0.349201100076237
0.621543985637343;0.586508261641404;0.0597267817430901;0.707508992805755;0.508960573476703;0.455440133499194;0.918290383602576;0.822044108048101;0.408258340473837
0.495870736086176;0.47002594565069;0.099968230435243;0.582508992805755;0.449332029977191;0.465828311169791;0.879635440100789;0.81380135548092;0.2830463116514
0.407181328545781;0.398607128226137;0.124430795298104;0.500562050359712;0.43108504398827;0.46364133627653;0.832181013834557;0.765443028458086;0.216054871940559
0.461759425493716;0.475215075788611;0.0963676797627872;0.564523381294964;0.48256761159987;0.465828321598156;0.793211807372744;0.735275322562585;0.288208856942874
0.506642728904847;0.513041103372935;0.0835539553108122;0.588579136690647;0.525143912240686;0.461454350954927;0.806411043507797;0.737100192665663;0.327025249516358
0.346319569120287;0.381401065137239;0.137668113946839;0.467625899280576;0.382643640708157;0.424275558773966;0.826524184647127;0.671263384159751;0.201067261366054
0.231059245960503;0.251263143520415;0.214444562109499;0.370503597122302;0.292603453893776;0.439037717516157;0.769327438782883;0.655431955056968;0.102882805235446
0.280789946140036;0.257954390277209;0.203007518796992;0.388489208633094;0.296947974367329;0.402405674272705;0.844123198129481;0.638823508309722;0.107254678408259
0.26786355475763;0.265328417315308;0.199406968124537;0.38601618705036;0.281633539698056;0.399125201504471;0.863607813348759;0.64671115085725;0.112160260257173
0.322980251346499;0.306022122081114;0.167002012072435;0.421537769784173;0.330726621049202;0.404045910656822;0.881206778877662;0.670545790900884;0.140858463052976
0.341292639138241;0.322272292776185;0.155670867309118;0.435476618705036;0.337786466818725;0.402952423210214;0.889063496738762;0.674161388941466;0.153074855268961
0.269658886894075;0.255496381264509;0.194747431960182;0.387589928057554;0.286629738242641;0.393657722557882;0.898177218486514;0.660929251101677;0.10563987034048
0.263734290843806;0.245800901269971;0.19633591019803;0.381744604316547;0.280981861627023;0.393657722557882;0.90729103614118;0.667684059997518;0.0993703252246421
0.238420107719928;0.230370066912468;0.206078576723499;0.374213129496403;0.27022917345498;0.390923998727135;0.909176637878092;0.663176343971586;0.0897237908855128
0.204009575104725;0.219081432928215;0.213632673232375;0.369304556354901;0.265884652981427;0.394204485399863;0.88780641292967;0.654404089983994;0.0829278320969453
